dangerous_permissions_count,total_permissions_count,has_perm_read_sms,has_perm_send_sms,has_perm_read_contacts,has_perm_access_fine_location,has_perm_record_audio,has_perm_camera,suspicious_api_count,crypto_api_count,network_api_count,sms_api_count,total_opcodes,reflection_opcodes,activities_count,services_count,receivers_count,suspicious_strings,url_count,avg_string_length,is_debug_cert,file_size,label,file_name,file_path
3,39,0,1,0,0,1,1,3,16,41,6,49543,396,13,5,13,5,15,45.722520497060955,0,38536509,suspicious,sample_1575.apk,/sample/path/sample_1575.apk
11,20,0,0,0,0,0,0,14,10,8,1,90643,371,16,7,4,0,47,147.76611142743909,0,7257866,benign,sample_1576.apk,/sample/path/sample_1576.apk
0,21,1,0,0,1,0,0,5,8,36,4,26425,149,14,5,5,3,26,180.56004532545307,0,49995586,benign,sample_1577.apk,/sample/path/sample_1577.apk
9,29,1,0,0,0,1,0,11,6,33,0,6826,323,17,1,0,18,3,115.20621388018658,0,46622465,benign,sample_1578.apk,/sample/path/sample_1578.apk
9,16,1,0,0,1,0,0,1,5,18,8,10740,464,12,2,7,7,99,118.792273672247,0,2793479,benign,sample_1579.apk,/sample/path/sample_1579.apk
0,7,0,0,0,1,0,1,20,9,38,6,56160,231,3,1,0,15,25,130.55148422461224,0,2647306,benign,sample_1580.apk,/sample/path/sample_1580.apk
10,38,0,0,0,0,0,0,24,9,40,9,46129,483,14,7,0,15,25,41.466958133022516,0,34981492,suspicious,sample_1581.apk,/sample/path/sample_1581.apk
8,9,0,0,0,1,0,0,1,0,21,4,83922,270,1,6,6,18,5,160.39438067017872,0,41022667,benign,sample_1582.apk,/sample/path/sample_1582.apk
12,17,0,0,0,0,1,1,24,6,7,7,49014,260,19,9,8,24,53,65.29158259945564,0,42857740,suspicious,sample_1583.apk,/sample/path/sample_1583.apk
10,44,0,0,0,0,0,0,22,9,36,5,54542,207,3,3,0,6,17,186.09263962355922,1,8189770,suspicious,sample_1584.apk,/sample/path/sample_1584.apk
1,11,0,0,0,0,0,1,12,6,2,7,19326,58,13,6,0,0,59,117.54288479554157,0,41159290,benign,sample_1585.apk,/sample/path/sample_1585.apk
4,34,0,0,1,1,1,0,21,19,14,6,44468,97,9,4,0,18,19,38.26749944097744,1,29932124,suspicious,sample_1586.apk,/sample/path/sample_1586.apk
12,42,0,0,0,1,0,0,0,18,36,9,50179,154,6,5,4,5,88,126.35102499045459,0,40544920,benign,sample_1587.apk,/sample/path/sample_1587.apk
13,44,0,0,1,0,0,0,6,19,46,7,18716,385,12,9,8,16,90,86.22647029589882,1,2909052,suspicious,sample_1588.apk,/sample/path/sample_1588.apk
4,26,0,0,0,1,0,0,7,11,8,5,77312,411,10,8,11,3,10,141.09876618365755,0,38688209,benign,sample_1589.apk,/sample/path/sample_1589.apk
3,48,1,0,0,1,0,0,19,8,29,7,43850,306,3,8,9,2,10,115.11924556076669,0,47195873,benign,sample_1590.apk,/sample/path/sample_1590.apk
11,32,0,0,0,1,0,0,10,18,28,1,74583,294,10,8,0,6,42,118.21595628880512,0,2458799,benign,sample_1591.apk,/sample/path/sample_1591.apk
7,33,0,0,0,0,1,0,9,10,17,1,93850,331,18,9,6,3,80,66.06334308247514,0,33364512,benign,sample_1592.apk,/sample/path/sample_1592.apk
2,30,0,0,1,0,0,0,16,17,2,1,10529,326,17,8,1,19,42,139.44331969761717,0,5102345,benign,sample_1593.apk,/sample/path/sample_1593.apk
11,48,0,0,0,0,0,0,21,9,39,8,28415,401,10,7,14,12,97,88.73730257740111,0,36776856,suspicious,sample_1594.apk,/sample/path/sample_1594.apk
2,25,0,0,1,0,0,1,16,1,26,8,34734,444,12,6,14,0,31,62.60729696694894,0,37683407,benign,sample_1595.apk,/sample/path/sample_1595.apk
14,6,1,0,0,1,0,0,14,2,30,9,1229,438,14,8,1,7,14,141.43117752945997,0,45953653,benign,sample_1596.apk,/sample/path/sample_1596.apk
11,46,0,0,0,1,0,0,29,16,14,6,97921,26,3,2,2,2,69,63.51617702071531,0,23138665,suspicious,sample_1597.apk,/sample/path/sample_1597.apk
12,33,0,0,0,0,1,0,18,2,18,0,13793,430,13,6,1,21,83,147.57557235892554,0,46598038,suspicious,sample_1598.apk,/sample/path/sample_1598.apk
14,23,1,0,0,0,0,1,5,4,14,8,50962,179,13,5,4,1,16,104.26670587464054,0,5420429,benign,sample_1599.apk,/sample/path/sample_1599.apk
6,30,0,0,1,0,0,0,12,17,30,2,50488,133,12,5,2,14,34,184.5937734292393,0,39287746,benign,sample_1600.apk,/sample/path/sample_1600.apk
4,18,0,0,0,0,0,0,24,19,6,4,96249,71,10,1,2,22,4,44.07834101456263,0,18289935,suspicious,sample_1601.apk,/sample/path/sample_1601.apk
11,6,0,0,0,0,0,1,20,14,4,2,81604,193,5,9,12,4,31,133.27127129991715,0,29910318,benign,sample_1602.apk,/sample/path/sample_1602.apk
0,39,1,0,1,1,0,1,2,5,2,5,58861,229,9,9,12,10,55,77.27984486118685,0,33552117,benign,sample_1603.apk,/sample/path/sample_1603.apk
8,15,0,0,0,1,0,0,23,12,24,4,65936,408,11,6,1,23,11,119.08955363214977,0,40972577,suspicious,sample_1604.apk,/sample/path/sample_1604.apk
13,11,1,1,1,0,0,1,26,16,12,5,33961,263,4,8,6,6,94,93.36931230539497,1,23906215,malware,sample_1605.apk,/sample/path/sample_1605.apk
10,41,0,0,0,1,0,0,1,16,44,4,17988,118,13,7,10,7,73,21.310554127154024,0,30728736,benign,sample_1606.apk,/sample/path/sample_1606.apk
6,30,0,0,1,1,0,0,21,2,45,1,30420,7,4,3,6,23,75,197.71888116720208,0,24346621,suspicious,sample_1607.apk,/sample/path/sample_1607.apk
3,38,0,0,0,0,0,0,5,19,12,2,97080,321,18,9,6,13,53,18.44426050165938,0,37167650,benign,sample_1608.apk,/sample/path/sample_1608.apk
3,18,0,0,0,0,0,1,11,1,16,5,69045,424,9,8,10,19,37,144.4298769836463,0,35032049,benign,sample_1609.apk,/sample/path/sample_1609.apk
6,35,0,1,0,1,0,0,1,17,27,7,37965,247,14,8,8,21,95,49.427778797543745,0,16931554,suspicious,sample_1610.apk,/sample/path/sample_1610.apk
13,37,1,0,1,0,0,0,14,3,29,9,78034,101,10,2,14,15,9,84.62496638003975,0,25945200,suspicious,sample_1611.apk,/sample/path/sample_1611.apk
13,20,0,0,0,0,0,0,8,14,38,1,49707,307,18,4,9,7,21,172.93254258824172,0,11866335,benign,sample_1612.apk,/sample/path/sample_1612.apk
11,23,0,0,1,0,0,0,14,0,43,9,96932,87,19,6,5,12,30,142.4989111686784,1,30010286,suspicious,sample_1613.apk,/sample/path/sample_1613.apk
12,44,0,0,1,0,0,1,2,14,48,5,39258,477,12,3,4,22,43,77.06215821727443,1,32548887,suspicious,sample_1614.apk,/sample/path/sample_1614.apk
13,48,0,0,0,0,0,0,9,17,6,8,21639,305,13,9,5,8,46,94.55156754116948,0,2966388,benign,sample_1615.apk,/sample/path/sample_1615.apk
6,32,0,0,0,0,0,0,6,3,42,0,34339,5,19,3,5,20,81,90.58386173888101,0,10146522,benign,sample_1616.apk,/sample/path/sample_1616.apk
5,48,0,0,1,0,1,1,20,18,37,7,1443,341,9,9,9,9,57,53.51492329394166,0,14293354,benign,sample_1617.apk,/sample/path/sample_1617.apk
2,47,0,0,0,1,1,0,7,1,8,9,55080,111,18,7,9,21,42,52.19438298934661,0,19737913,benign,sample_1618.apk,/sample/path/sample_1618.apk
10,7,0,0,1,0,0,0,25,10,25,1,7553,127,12,8,8,22,4,115.97825182578205,0,39789561,suspicious,sample_1619.apk,/sample/path/sample_1619.apk
9,18,0,0,0,0,0,0,22,15,10,4,25814,370,3,4,3,4,40,87.5921393199804,0,19173456,benign,sample_1620.apk,/sample/path/sample_1620.apk
9,48,0,0,0,0,0,0,11,10,39,0,15905,386,8,9,7,10,60,191.1425295361045,0,13965192,benign,sample_1621.apk,/sample/path/sample_1621.apk
0,41,0,0,1,1,1,0,0,13,10,6,58873,90,15,9,3,20,27,38.088420968068704,0,9110968,benign,sample_1622.apk,/sample/path/sample_1622.apk
8,49,0,0,0,0,0,1,6,9,8,1,22063,470,18,4,6,14,66,181.56613332070629,0,6271973,benign,sample_1623.apk,/sample/path/sample_1623.apk
10,37,0,0,0,0,0,0,24,6,3,2,89481,361,10,0,10,15,89,58.546269906460125,0,37794931,suspicious,sample_1624.apk,/sample/path/sample_1624.apk
8,14,0,0,1,0,1,0,5,10,31,0,51812,147,4,9,9,21,57,196.60170575344975,0,36031609,benign,sample_1625.apk,/sample/path/sample_1625.apk
4,19,0,0,0,0,0,0,14,16,0,6,46057,3,2,5,9,13,49,49.838967819064955,0,35105007,benign,sample_1626.apk,/sample/path/sample_1626.apk
6,10,0,0,1,0,0,0,2,19,2,3,45016,113,10,5,11,12,11,28.545618576481342,0,34328376,benign,sample_1627.apk,/sample/path/sample_1627.apk
7,9,0,0,0,0,0,0,10,2,22,7,18572,27,10,7,4,8,92,194.56680225077153,0,33047542,benign,sample_1628.apk,/sample/path/sample_1628.apk
4,40,1,0,0,1,0,0,14,8,12,1,32256,6,2,9,1,3,1,80.72199428041131,0,38731214,benign,sample_1629.apk,/sample/path/sample_1629.apk
4,16,1,1,1,0,0,1,11,19,1,6,94598,104,18,8,8,7,32,163.72885363691026,0,20402876,suspicious,sample_1630.apk,/sample/path/sample_1630.apk
10,24,1,0,0,1,0,0,17,18,46,9,7934,35,6,7,7,6,92,57.20827489354035,0,11881251,benign,sample_1631.apk,/sample/path/sample_1631.apk
0,9,0,0,0,1,0,0,6,15,32,0,78419,79,5,1,8,1,43,121.75118091523929,0,32306435,benign,sample_1632.apk,/sample/path/sample_1632.apk
2,8,0,0,0,0,1,0,21,15,8,7,50430,444,5,8,3,13,51,111.21662354382683,0,23547610,benign,sample_1633.apk,/sample/path/sample_1633.apk
0,30,0,1,0,0,0,0,19,5,11,3,29737,302,6,1,4,21,67,64.63631736723279,0,16597514,malware,sample_1634.apk,/sample/path/sample_1634.apk
1,13,1,0,0,1,0,0,1,13,14,2,71300,253,13,5,12,17,21,74.4779712976507,0,46549046,benign,sample_1635.apk,/sample/path/sample_1635.apk
5,30,0,0,1,1,0,0,23,18,25,5,6758,495,8,7,9,15,57,17.9713685452195,0,26053058,benign,sample_1636.apk,/sample/path/sample_1636.apk
6,6,0,0,0,0,0,0,3,7,22,4,5957,239,8,6,6,24,55,121.4069688867764,0,23821911,benign,sample_1637.apk,/sample/path/sample_1637.apk
12,9,0,0,1,0,1,0,29,3,1,6,45752,406,13,9,12,9,41,55.29954269763538,1,21007299,malware,sample_1638.apk,/sample/path/sample_1638.apk
3,20,0,0,0,0,0,0,11,18,28,2,9661,215,1,3,12,7,53,92.70012875242415,0,30829132,benign,sample_1639.apk,/sample/path/sample_1639.apk
13,5,0,0,1,1,0,0,23,0,16,5,35843,288,15,5,4,12,3,23.39919021983541,0,3620620,suspicious,sample_1640.apk,/sample/path/sample_1640.apk
3,13,1,0,0,0,1,0,7,3,0,3,89283,172,5,5,3,20,79,109.41422229575811,0,18145794,benign,sample_1641.apk,/sample/path/sample_1641.apk
9,40,0,0,0,1,1,0,6,2,5,9,48471,288,15,7,6,8,77,17.575355002028864,0,49178097,benign,sample_1642.apk,/sample/path/sample_1642.apk
8,37,0,0,0,0,0,0,22,1,2,3,57527,53,12,8,3,21,51,85.84403725048539,0,43082827,suspicious,sample_1643.apk,/sample/path/sample_1643.apk
10,24,0,0,0,0,0,0,6,3,36,8,67820,446,3,9,7,9,97,116.0291658366958,0,37284235,benign,sample_1644.apk,/sample/path/sample_1644.apk
3,33,0,0,0,1,0,1,3,8,0,6,69418,159,6,0,14,20,29,93.42519740417993,0,36203390,benign,sample_1645.apk,/sample/path/sample_1645.apk
2,32,0,0,0,1,0,0,24,17,2,3,7997,158,5,5,10,23,1,68.40677893543,0,8948412,benign,sample_1646.apk,/sample/path/sample_1646.apk
7,24,0,0,0,0,1,1,3,2,33,2,90711,467,9,5,9,14,4,192.7298913582662,0,10620342,benign,sample_1647.apk,/sample/path/sample_1647.apk
14,17,0,0,1,0,1,0,5,13,10,9,10737,399,12,6,6,23,49,180.91964090849083,0,9831698,benign,sample_1648.apk,/sample/path/sample_1648.apk
7,40,1,0,1,1,0,0,0,4,0,4,58398,84,13,8,11,7,60,66.87080494600684,0,47638415,benign,sample_1649.apk,/sample/path/sample_1649.apk
13,38,0,0,0,0,0,0,2,15,3,9,31189,181,13,3,2,1,9,111.48302791806476,0,35541158,benign,sample_1650.apk,/sample/path/sample_1650.apk
14,28,0,0,0,1,0,1,21,1,14,1,38343,468,12,7,11,1,77,71.84517154266709,0,23024508,suspicious,sample_1651.apk,/sample/path/sample_1651.apk
8,44,0,0,0,0,0,0,11,14,21,7,51465,318,19,7,14,19,97,16.332748340498227,0,32406172,benign,sample_1652.apk,/sample/path/sample_1652.apk
0,40,0,0,1,1,0,1,10,8,26,8,54473,321,9,2,14,20,20,27.827491221746104,0,38318571,benign,sample_1653.apk,/sample/path/sample_1653.apk
12,37,0,0,1,0,1,0,26,14,19,2,20309,474,4,6,9,1,33,115.97855230045711,0,12471166,suspicious,sample_1654.apk,/sample/path/sample_1654.apk
6,25,0,0,0,0,0,0,6,7,41,7,10890,460,17,2,12,21,84,40.209284735392586,1,40086056,suspicious,sample_1655.apk,/sample/path/sample_1655.apk
5,25,1,0,0,0,0,0,18,17,16,2,95338,230,10,8,11,16,46,169.1580255356736,0,37821722,benign,sample_1656.apk,/sample/path/sample_1656.apk
7,49,0,0,0,1,0,0,27,16,17,8,79045,499,7,0,4,21,45,189.73663082258722,0,17137804,suspicious,sample_1657.apk,/sample/path/sample_1657.apk
7,16,0,0,0,0,0,0,0,16,28,2,61560,1,7,0,9,20,85,37.213235983934126,0,42541436,benign,sample_1658.apk,/sample/path/sample_1658.apk
10,27,0,0,0,0,0,0,17,12,20,3,28238,275,7,7,6,1,42,31.97245083232454,0,4105099,benign,sample_1659.apk,/sample/path/sample_1659.apk
12,43,0,0,1,1,0,0,5,15,40,9,88028,206,19,5,11,8,47,22.97861896128968,0,17335002,benign,sample_1660.apk,/sample/path/sample_1660.apk
14,17,0,0,0,0,0,0,20,15,41,8,94361,128,10,6,9,11,93,20.87599259825322,0,38372012,suspicious,sample_1661.apk,/sample/path/sample_1661.apk
7,20,1,0,1,0,0,0,8,1,38,7,76821,377,15,3,3,12,60,65.90874751136056,0,43681128,benign,sample_1662.apk,/sample/path/sample_1662.apk
4,27,0,0,1,0,1,0,18,6,44,8,20229,378,18,6,3,15,22,48.80694640545944,0,14361116,benign,sample_1663.apk,/sample/path/sample_1663.apk
1,43,0,0,0,1,1,1,10,11,22,0,48659,70,7,4,11,22,73,62.08522417453968,0,20022104,benign,sample_1664.apk,/sample/path/sample_1664.apk
1,9,0,0,1,1,0,0,11,12,17,6,41874,225,14,0,10,14,17,146.67133566911696,0,2407725,benign,sample_1665.apk,/sample/path/sample_1665.apk
3,40,0,0,0,1,0,0,0,7,45,4,20628,366,9,7,2,16,81,98.15947262972148,0,28368641,benign,sample_1666.apk,/sample/path/sample_1666.apk
7,9,0,0,0,1,0,0,15,6,29,3,83750,69,6,2,1,4,7,59.76337086528744,0,26125394,benign,sample_1667.apk,/sample/path/sample_1667.apk
13,35,0,0,0,1,0,0,24,12,25,5,51012,75,16,8,6,9,47,54.59867748317072,0,38872867,suspicious,sample_1668.apk,/sample/path/sample_1668.apk
10,44,0,0,0,0,1,0,24,2,6,7,99901,395,3,0,2,10,69,12.635882947600184,0,19714603,suspicious,sample_1669.apk,/sample/path/sample_1669.apk
7,7,0,0,0,1,0,0,18,4,0,8,79391,457,18,9,0,12,3,71.2914247684304,0,16046802,benign,sample_1670.apk,/sample/path/sample_1670.apk
9,48,0,0,0,0,0,0,24,18,11,7,1739,377,7,9,7,22,36,113.78037490058813,0,17988084,suspicious,sample_1671.apk,/sample/path/sample_1671.apk
2,6,0,1,0,0,0,0,1,10,30,4,64344,460,12,9,7,1,53,139.83569726507014,0,7943984,suspicious,sample_1672.apk,/sample/path/sample_1672.apk
5,35,0,0,0,1,0,0,0,15,25,6,42968,217,9,6,14,3,26,154.53842394056025,0,29181221,benign,sample_1673.apk,/sample/path/sample_1673.apk
2,34,0,0,0,0,0,1,4,5,34,3,12908,115,9,2,4,22,43,40.28469060774917,0,1301806,benign,sample_1674.apk,/sample/path/sample_1674.apk
6,47,1,0,1,0,0,1,3,19,42,2,26943,183,18,4,12,24,75,106.90573967261838,0,38451277,benign,sample_1675.apk,/sample/path/sample_1675.apk
3,24,0,0,1,0,0,0,7,4,9,1,78859,117,2,3,9,20,93,103.13953689928458,0,5690389,benign,sample_1676.apk,/sample/path/sample_1676.apk
12,18,0,0,0,1,1,1,22,2,11,5,59802,400,6,2,0,15,20,131.7588957260021,0,19122462,suspicious,sample_1677.apk,/sample/path/sample_1677.apk
7,24,1,0,1,0,0,0,16,7,19,6,92021,425,15,3,0,7,89,186.31129465443846,0,27609304,benign,sample_1678.apk,/sample/path/sample_1678.apk
8,31,0,0,0,0,1,1,29,0,3,6,50030,29,1,8,7,16,30,34.71549865944534,0,47919758,suspicious,sample_1679.apk,/sample/path/sample_1679.apk
3,11,0,0,0,0,0,0,29,5,29,6,60724,96,8,8,13,22,44,162.27177718661025,0,28376338,suspicious,sample_1680.apk,/sample/path/sample_1680.apk
12,17,0,0,1,1,1,0,27,13,29,6,74866,9,3,2,1,16,92,21.33976970732006,0,22728905,suspicious,sample_1681.apk,/sample/path/sample_1681.apk
3,47,0,0,1,0,0,0,8,5,43,0,80821,151,10,1,12,8,26,88.13100380167101,0,27919717,benign,sample_1682.apk,/sample/path/sample_1682.apk
8,14,0,0,0,0,0,0,9,13,24,0,33155,205,13,1,14,8,66,38.5075552152666,0,1671118,benign,sample_1683.apk,/sample/path/sample_1683.apk
3,12,0,0,0,1,0,0,16,9,1,5,59265,30,19,8,2,18,94,15.271023086801334,0,12789040,benign,sample_1684.apk,/sample/path/sample_1684.apk
12,49,0,0,0,1,1,0,20,8,32,8,23044,380,11,3,3,15,30,33.70118484604642,0,34233268,suspicious,sample_1685.apk,/sample/path/sample_1685.apk
1,29,0,0,0,1,0,0,29,13,29,5,60264,14,7,3,6,20,64,164.96175888658806,0,21950853,suspicious,sample_1686.apk,/sample/path/sample_1686.apk
5,36,0,0,0,1,0,0,19,10,49,7,41720,379,3,4,0,0,69,12.870375910781753,0,4842252,benign,sample_1687.apk,/sample/path/sample_1687.apk
9,48,0,0,0,0,0,0,28,17,23,8,99163,185,19,8,8,17,95,177.52521296164846,0,23428575,suspicious,sample_1688.apk,/sample/path/sample_1688.apk
1,24,0,0,1,0,0,0,20,3,29,3,42409,299,13,9,12,15,35,87.25951226149799,0,22872589,benign,sample_1689.apk,/sample/path/sample_1689.apk
14,47,0,0,1,0,0,0,29,4,9,5,94374,390,12,0,8,7,27,41.668265930104255,0,24179522,suspicious,sample_1690.apk,/sample/path/sample_1690.apk
4,36,0,0,0,1,0,0,7,11,1,8,39805,126,9,7,11,24,63,150.96166130016698,0,46867812,benign,sample_1691.apk,/sample/path/sample_1691.apk
0,29,0,0,1,0,0,0,29,10,2,7,25487,120,3,5,9,18,45,106.8738044044868,1,44655452,suspicious,sample_1692.apk,/sample/path/sample_1692.apk
3,15,0,0,1,0,0,0,15,4,26,5,9568,161,16,4,6,10,43,164.83029514806498,0,24520018,benign,sample_1693.apk,/sample/path/sample_1693.apk
12,12,0,0,0,0,0,0,25,11,17,7,33287,467,17,7,14,12,58,187.655846933802,0,41459569,suspicious,sample_1694.apk,/sample/path/sample_1694.apk
4,11,0,0,0,0,0,1,23,7,15,4,65806,394,4,1,6,12,48,12.832669887773514,0,4986987,benign,sample_1695.apk,/sample/path/sample_1695.apk
9,49,0,0,0,0,1,0,6,8,40,9,1969,495,18,0,7,1,83,33.13673161244698,0,13033923,benign,sample_1696.apk,/sample/path/sample_1696.apk
6,10,0,0,0,0,0,1,20,1,46,5,12207,225,8,7,3,22,78,138.9823443284719,0,48116653,benign,sample_1697.apk,/sample/path/sample_1697.apk
12,18,1,0,0,1,0,0,19,6,21,7,53142,74,14,5,10,9,38,42.12785182080586,0,22064501,suspicious,sample_1698.apk,/sample/path/sample_1698.apk
0,12,0,0,0,0,0,0,27,6,0,8,45666,475,4,8,13,2,46,107.42150116241423,0,37498496,benign,sample_1699.apk,/sample/path/sample_1699.apk
10,9,0,0,1,1,0,0,26,8,37,4,65396,345,11,6,7,22,96,132.25000240654168,0,9068623,suspicious,sample_1700.apk,/sample/path/sample_1700.apk
12,48,1,0,0,1,0,1,14,9,32,8,55646,452,15,2,2,6,6,60.72737860404293,0,4627435,benign,sample_1701.apk,/sample/path/sample_1701.apk
4,8,0,0,1,1,1,0,11,6,45,0,89521,74,7,1,2,13,80,63.12519139961394,0,19794988,benign,sample_1702.apk,/sample/path/sample_1702.apk
6,7,1,0,0,0,0,1,19,6,4,8,63083,138,19,5,3,17,36,157.88248998067883,0,37834811,benign,sample_1703.apk,/sample/path/sample_1703.apk
8,24,0,0,0,1,0,0,8,7,46,0,95428,449,3,2,9,24,45,99.25860854557006,0,12650388,benign,sample_1704.apk,/sample/path/sample_1704.apk
5,18,0,0,0,1,0,0,1,3,17,8,77251,71,8,4,12,6,20,23.89474555163754,0,10781167,benign,sample_1705.apk,/sample/path/sample_1705.apk
13,18,0,0,0,1,1,0,15,6,15,4,5986,126,15,6,1,19,1,71.78118916358551,0,29972585,suspicious,sample_1706.apk,/sample/path/sample_1706.apk
10,33,0,0,1,1,0,0,14,6,45,3,4838,368,11,5,9,14,92,31.2853495095331,0,44947855,benign,sample_1707.apk,/sample/path/sample_1707.apk
13,42,1,0,0,0,0,0,27,8,38,5,17753,484,19,4,13,24,93,113.78486402503452,0,21102759,suspicious,sample_1708.apk,/sample/path/sample_1708.apk
10,42,0,0,0,1,1,0,9,14,16,9,41021,231,17,5,8,21,29,157.03621410177942,0,37521273,benign,sample_1709.apk,/sample/path/sample_1709.apk
9,41,0,0,0,1,0,0,29,14,8,4,19461,112,15,3,8,16,55,138.7218109387928,0,15562581,suspicious,sample_1710.apk,/sample/path/sample_1710.apk
12,41,0,0,0,0,0,0,28,0,45,0,65617,253,11,3,1,22,97,114.46943301863844,1,9444871,malware,sample_1711.apk,/sample/path/sample_1711.apk
2,45,0,0,0,0,0,0,19,0,5,7,62453,386,2,5,0,10,84,83.8884230634028,0,24022769,benign,sample_1712.apk,/sample/path/sample_1712.apk
11,12,0,0,1,0,0,0,14,12,12,4,37404,292,2,2,7,13,60,169.39951442639335,0,19478381,benign,sample_1713.apk,/sample/path/sample_1713.apk
14,42,0,0,1,0,0,0,7,9,26,1,81709,131,1,5,11,11,90,110.95794772302814,0,26470992,benign,sample_1714.apk,/sample/path/sample_1714.apk
8,22,0,0,0,0,0,1,13,0,40,8,54919,211,13,7,10,13,47,180.74079338782738,0,47577449,benign,sample_1715.apk,/sample/path/sample_1715.apk
9,44,0,1,1,1,0,0,16,2,38,2,20184,246,8,4,5,18,13,34.497894129751785,0,42477309,malware,sample_1716.apk,/sample/path/sample_1716.apk
6,30,0,0,0,0,0,0,6,0,17,7,7744,41,1,3,9,7,95,90.02794107967921,0,14727398,benign,sample_1717.apk,/sample/path/sample_1717.apk
5,13,0,0,0,0,0,0,8,10,5,6,68627,90,4,3,8,22,90,104.16091363854957,0,44414821,benign,sample_1718.apk,/sample/path/sample_1718.apk
11,33,0,0,0,0,0,0,17,5,24,1,31083,196,14,0,12,21,45,54.21398969843349,1,32028477,suspicious,sample_1719.apk,/sample/path/sample_1719.apk
3,33,0,0,1,0,0,1,6,4,8,7,17830,402,1,9,7,19,67,85.76584219894629,1,5911265,suspicious,sample_1720.apk,/sample/path/sample_1720.apk
4,35,0,0,1,0,1,0,29,8,19,4,14153,176,6,2,10,19,39,73.5907109819153,0,45670158,suspicious,sample_1721.apk,/sample/path/sample_1721.apk
7,47,0,0,0,0,0,0,19,6,13,5,33899,8,7,8,14,2,48,156.24934648906842,0,38094368,benign,sample_1722.apk,/sample/path/sample_1722.apk
13,20,0,0,0,0,0,0,0,1,21,0,79382,279,18,4,7,20,77,135.50010909745708,0,42702759,benign,sample_1723.apk,/sample/path/sample_1723.apk
2,17,0,0,1,1,0,0,7,5,16,3,4141,316,15,9,0,9,68,187.70107980813202,0,8839538,benign,sample_1724.apk,/sample/path/sample_1724.apk
9,23,1,0,0,0,0,0,7,7,22,2,42543,199,13,0,9,4,61,57.76051455569519,1,43357477,suspicious,sample_1725.apk,/sample/path/sample_1725.apk
13,48,0,0,0,1,0,1,14,8,46,8,57698,326,7,0,10,5,52,107.279168884767,1,33096259,suspicious,sample_1726.apk,/sample/path/sample_1726.apk
0,10,0,0,1,0,0,0,11,6,14,2,70430,204,12,2,12,5,32,193.25471972414877,0,42796115,benign,sample_1727.apk,/sample/path/sample_1727.apk
3,41,0,0,0,1,0,1,0,8,37,1,51677,166,10,5,6,5,7,58.48266754550657,0,2367839,benign,sample_1728.apk,/sample/path/sample_1728.apk
8,21,0,0,0,0,0,0,21,18,6,5,52594,189,18,8,13,15,69,37.65682706843848,0,8447737,suspicious,sample_1729.apk,/sample/path/sample_1729.apk
9,8,1,0,1,0,1,0,9,12,36,7,21800,446,11,9,2,16,76,148.31550125835372,0,28050937,benign,sample_1730.apk,/sample/path/sample_1730.apk
3,27,1,0,0,0,0,0,11,3,31,5,12682,367,16,6,2,14,51,80.08537537318627,0,33704617,benign,sample_1731.apk,/sample/path/sample_1731.apk
9,22,0,0,0,0,1,1,1,15,36,6,55395,291,1,7,4,9,78,48.11611727927911,0,11991787,benign,sample_1732.apk,/sample/path/sample_1732.apk
9,31,0,1,0,1,1,0,18,7,12,9,21706,324,8,1,10,23,41,194.88045294196473,0,29262749,malware,sample_1733.apk,/sample/path/sample_1733.apk
2,46,0,0,0,0,0,0,14,7,43,0,40769,375,5,3,7,23,74,161.4423860243269,0,9779511,benign,sample_1734.apk,/sample/path/sample_1734.apk
12,37,0,0,0,1,0,1,17,1,47,7,93676,382,9,6,4,4,40,146.65563559379137,0,17360832,benign,sample_1735.apk,/sample/path/sample_1735.apk
3,38,1,0,1,0,0,1,4,17,5,8,76469,179,17,1,4,9,22,110.95664337615958,1,9856755,benign,sample_1736.apk,/sample/path/sample_1736.apk
14,10,0,0,0,0,0,0,12,18,4,3,50827,433,19,3,5,8,61,55.90593373932409,0,44587416,benign,sample_1737.apk,/sample/path/sample_1737.apk
0,41,0,0,0,0,0,1,3,1,44,9,89978,46,17,4,5,4,59,120.10851402889571,0,24838957,benign,sample_1738.apk,/sample/path/sample_1738.apk
12,18,0,0,0,0,0,0,29,3,6,2,16223,467,14,1,1,23,93,54.21467355371906,0,22140248,suspicious,sample_1739.apk,/sample/path/sample_1739.apk
1,12,0,0,0,0,0,0,10,3,22,4,39708,368,18,4,1,16,57,18.821153257151412,0,38616839,benign,sample_1740.apk,/sample/path/sample_1740.apk
7,44,0,0,0,0,0,0,27,6,49,6,14382,127,1,9,9,11,66,180.02034336764717,0,47578458,suspicious,sample_1741.apk,/sample/path/sample_1741.apk
5,31,0,0,0,0,0,0,8,10,15,5,22488,47,18,0,1,7,89,63.810969137743974,0,26441315,benign,sample_1742.apk,/sample/path/sample_1742.apk
10,14,1,0,0,0,0,1,12,11,26,8,20733,142,8,3,3,7,86,16.02933871802213,0,18811824,benign,sample_1743.apk,/sample/path/sample_1743.apk
6,9,0,0,1,0,1,0,13,8,35,9,16038,367,16,5,14,2,8,96.31676989498482,0,24586999,benign,sample_1744.apk,/sample/path/sample_1744.apk
4,25,1,0,0,0,0,0,9,11,1,9,85962,160,17,9,14,21,0,58.82839711398375,0,23473229,benign,sample_1745.apk,/sample/path/sample_1745.apk
